07/12/2023,INTEREST CHARGE - CASH,23.24,0,2650
07/11/2023,SKIPTHEDISHES,32.14,0,2626.76
07/10/2023,PRESTO FARE,5.02,0,2588.97
07/10/2023,SKIPTHEDISHES,22.52,0,2583.95
07/09/2023,WENDYS,28.06,0,2558.08
07/08/2023,MARKET,3.15,0,2530.02
07/08/2023,LYFT   *RIDE SAT 7AM,26.67,0,2526.87
07/08/2023,SPOTIFY,11.29,0,2500.2
07/07/2023,SKIPTHEDISHES,23.08,0,2488.91
07/07/2023,LYFT   *RIDE FRI 4PM,34.99,0,2465.83
07/07/2023,PAYMENT - THANK YOU,0,900,2386.77
07/06/2023,LYFT   *RIDE THU 5PM,13.99,0,3286.77
07/06/2023,LCBO/RAO ,10.95,0,3272.78
07/06/2023,FRESHII ,8.13,0,3261.83
07/06/2023,PRESTO FARE,5.02,0,3248.05
07/06/2023,SKIPTHEDISHES,22.52,0,3243.03
07/06/2023,SKIPTHEDISHES,32.14,0,3220.51
07/06/2023,LOBLAWS ,5.64,0,3188.37
07/05/2023,LYFT   *RIDE WED 10AM,32.67,0,3148.84
07/05/2023,PRESTO FARE,9.25,0,3066.17
07/05/2023,CASH ADVANCE FEE,10,0,3056.92
07/04/2023,FRESHII,9.03,0,3046.92
07/04/2023,PRESTO FARE,9.25,0,3037.89
07/04/2023,APPLE.COM/BILL,10.16,0,3028.64
07/04/2023,LOBLAWS ,32.29,0,3018.48
07/04/2023,PAYMENT - THANK YOU,0,500,1986.19
07/03/2023,SKIPTHEDISHES,31.11,0,2476.05
07/02/2023,MCDONALD'S,15.12,0,2444.94
07/02/2023,SKIPTHEDISHES,31.11,0,2429.82
07/01/2023,SOUTH ST. BURGER CO,11.92,0,2372.58
07/01/2023,SHOPPERS DRUG MART,14.67,0,2360.66
07/01/2023,WINNERS ,178.47,0,2345.99
06/30/2023,RW & CO,25.37,0,2157.52
06/30/2023,SHELL ,19.78,0,2132.15
06/30/2023,PAYMENT - THANK YOU,0,500,2112.37
06/29/2023,FRESHCO ,9.57,0,2612.37
06/29/2023,Subway ,9.59,0,2602.8
06/29/2023,TIM HORTONS ,9.18,0,2593.21
06/29/2023,SHOPPERS DRUG MART 717,16.82,0,2584.03
06/28/2023,FRESHII 2,6.77,0,2436.37
06/28/2023,RITUAL-BURRITO BOYZ (D,16.5,0,2429.6
06/28/2023,SKIPTHEDISHES,23.4,0,2413.1
06/27/2023,FRESHII 2,8.13,0,2389.7
06/27/2023,LYFT   *RIDE MON 11PM,23.84,0,2381.57
06/27/2023,SKIPTHEDISHES,22.83,0,2357.73
06/26/2023,CASH ADVANCE FEE,10,0,2281.74
06/26/2023,Audible CA,15.7,0,2271.74
06/25/2023,STARBUCKS,2.68,0,2256.04
06/25/2023,VALUE VILLAGE,14.68,0,2253.36
06/25/2023,LOBLAWS ,68.36,0,2238.68
06/25/2023,LOBLAWS ,2.81,0,2170.32
06/24/2023, SPORT CHEK,150.26,0,1167.51
06/24/2023,SOURCE ,28.24,0,994.71
06/24/2023,SKIPTHEDISHES,22.22,0,966.47
06/24/2023,RW & CO.,506.01,0,944.25
06/24/2023,GNC ,103.94,0,438.24
06/24/2023,HUDSON'S BAY ,73.45,0,334.3
06/24/2023,RA-HBC STARBUX,2.36,0,260.85
06/23/2023,SKIPTHEDISHES,23.22,0,208.49
06/23/2023,FRESHCO ,7.95,0,185.27
06/23/2023,PAYMENT - THANK YOU,0,2097,177.32
06/22/2023,LCBO/RAO,7.3,0,2274.32
06/22/2023,LOBLAWS,23.16,0,2261.37
06/22/2023,SKIPTHEDISHES,23.22,0,2238.21
06/21/2023,FRESHCO ,13.01,0,2181.1
06/21/2023,VALUE VILLAGE ,61.85,0,2168.09
06/21/2023, FRESHII 2,9.03,0,2106.24
06/21/2023,LYFT   *RIDE TUE 10PM,30.99,0,2097.21
06/21/2023,LYFT   *RIDE TUE 10PM,8.17,0,2066.22
06/21/2023,SKIPTHEDISHES,25.34,0,2058.05
06/20/2023, FRESHII 2,8.13,0,2032.71
06/20/2023,SKIPTHEDISHES,24.47,0,1826.78
06/20/2023,CASH ADVANCE FEE,10,0,1802.31
06/20/2023,CASH ADVANCE FEE,5,0,1792.31
06/19/2023,LYFT   *RIDE SUN 9PM,18.99,0,1787.31
06/19/2023,LYFT   *RIDE MON 7PM,33.34,0,1768.32
06/19/2023,PAYMENT - THANK YOU,0,1252.42,234.98
06/18/2023,STARBUCKS,2.68,0,1487.4
06/18/2023,CDN TIRE STORE,50.18,0,1484.72
06/18/2023,SKIPTHEDISHES,22.79,0,1434.54
06/17/2023,Amazon Downloads,15.99,0,1411.75
06/17/2023,LOBLAWS ,66.62,0,1395.76
06/16/2023,CASH ADVANCE FEE,10,0,1291.89
06/15/2023,SKIPTHEDISHES,25.34,0,1281.89
06/15/2023,YYZ FRESHII 2,8.13,0,1256.55
06/15/2023,SKIPTHEDISHES,3.49,0,-751.58
06/14/2023,YYZ FRESHII 2,9.03,0,-767.38
06/14/2023,PAYMENT - THANK YOU,0,1000,-776.41
06/13/2023,Subway ,9.03,0,202.26
06/13/2023,PAYMENT - THANK YOU,0,1075,193.23
06/12/2023,FRESHCO,14.54,0,1268.23
06/12/2023,SKIPTHEDISHES,19.81,0,1206.64
06/12/2023,SHOPPERS DRUG MART ,21.47,0,1186.83
06/11/2023,LCBO/RAO,6.4,0,1165.36
06/11/2023,VALUE VILLAGE ,83.33,0,1158.96
