08/14/2023,SKIPTHEDISHES,21.75,,1354.64
08/14/2023,INTEREST CHARGE - CASH,2.51,,1332.89
08/13/2023,MARKET,35.89,,1330.38
08/12/2023,SKIPTHEDISHES,31.7,,1227.08
08/11/2023,SKIPTHEDISHES,21.96,,1143.03
08/09/2023,SKIPTHEDISHES,20.01,,1033.73
08/08/2023,SPOTIFY,11.29,,929.3
08/07/2023,SKIPTHEDISHES,22.41,,886.45
08/07/2023,SKIPTHEDISHES,22.41,,864.04
08/07/2023,SKIPTHEDISHES,8.06,,841.63
08/06/2023,LOBLAWS ,25.75,,816.62
08/06/2023,BURRITO BOYZ,12.68,,728.48
08/05/2023,SKIPTHEDISHES,22.53,,715.8
08/05/2023,SKIPTHEDISHES,22.41,,693.27
08/05/2023,LOBLAWS ,33.72,,659.86
08/05/2023,LOBLAWS ,11.07,,626.14
08/03/2023, FRESHII ,11.16,,507.58
08/03/2023,SKIPTHEDISHES,23.01,,476.42
08/02/2023, FRESHII ,11.16,,419.52
08/02/2023,PRESTO FARE,5.02,,408.36
08/01/2023,FRESHCO,17.3,,403.34
07/31/2023,PAYMENT - THANK YOU,,1728.47,378.9
07/30/2023,BURRITO BOYZ,12.68,,2107.37
07/30/2023,SKIPTHEDISHES,22.5,,2094.69
07/30/2023,SKIPTHEDISHES,20,,2072.19
07/30/2023,SKIPTHEDISHES,31.7,,2052.19
07/30/2023,LOBLAWS,18.13,,2020.49
07/30/2023,LOBLAWS ,30.86,,2002.36
07/29/2023,SKIPTHEDISHES,31.7,,1971.5
07/29/2023,FREEDOM MOBILE,89.07,,1939.8
07/29/2023,SKIPTHEDISHES,22.5,,1850.73
07/29/2023,TIM HORTONS ,4.18,,1828.23
07/29/2023,SECOND CUP,9.6,,1824.05
07/28/2023,SKIPTHEDISHES,21.96,,1809.45
07/28/2023,TIM HORTONS ,9.02,,1787.49
07/27/2023,SKIPTHEDISHES,31.7,,1728.47
07/27/2023,TIM HORTONS ,6.77,,1696.77
07/26/2023,Audible CA,15.7,,1690
07/25/2023,LCBO/RAO ,9.95,,1674.3
07/25/2023,LOBLAWS ,33.38,,1664.35
07/24/2023,SKIPTHEDISHES,31.58,,1630.97
07/24/2023,TU *TRANSUNION,22.54,,1599.39
07/24/2023,LYFT   *RIDE SUN 10PM,11.99,,1576.85
07/24/2023,SKIPTHEDISHES,21.74,,1564.86
07/23/2023,LCBO/RAO ,6.95,,1522.78
07/23/2023,LOBLAWS ,5.64,,1515.83
07/22/2023,LOBLAWS,14.06,,1448.96
07/22/2023,PIZZERI,35.14,,1434.9
07/21/2023,SKIPTHEDISHES,31.58,,1399.76
07/21/2023,SKIPTHEDISHES,22.49,,1356.29
07/20/2023,LCBO/RAO ,6.8,,1330.8
07/20/2023,LOBLAWS,65.68,,1324
07/20/2023,SKIPTHEDISHES,22.22,,1224.43
07/19/2023,SKIPTHEDISHES,31.11,,965.95
07/17/2023,LCBO/RAO ,10.2,,934.84
07/17/2023,LOBLAWS ,5.64,,924.64
07/17/2023,SKIPTHEDISHES,22.22,,919
07/16/2023,CDN TIRE STORE,67.79,,896.78
07/16/2023,DOMINO'S PIZZA ,33.1,,828.99
07/16/2023,LOBLAWS ,41.05,,795.89
07/15/2023,SKIPTHEDISHES,31.11,,754.84
07/14/2023,SKIPTHEDISHES,31.11,,723.73
07/14/2023,PAYMENT - THANK YOU,,2300,692.62
07/14/2023,PAYMENT - THANK YOU,,50,2992.62
07/13/2023,VALUE VILLAGE,57.8,,3042.62
07/13/2023,AMZN Mktp CA,64.38,,2984.82
07/13/2023,SKIPTHEDISHES,6.39,,2920.44
07/13/2023,LOBLAWS ,33.05,,2914.05
07/13/2023,SHOPPERS DRUG MART,31.8,,2881
07/13/2023,SHOPPERS DRUG MART,12.06,,2849.2
07/13/2023,AMZN Mktp ,21.99,,2837.14
07/12/2023,LCBO/RA0,6.8,,2815.15
07/12/2023,FRESHII ,8.13,,2808.35
07/12/2023,LOBLAWS,30.94,,2800.22
07/12/2023,SKIPTHEDISHES,31.11,,2769.28
07/12/2023,SKIPTHEDISHES,22.22,,2738.17
07/10/2023,FRESHCO ,15.95,,2665.95
