05/12/2023,CASH ADVANCE FEE,3.5,0,3234.94
05/12/2023,CASH ADVANCE FEE,3.5,0,3231.44
05/12/2023,INTEREST CHARGE - CASH,32.54,0,3227.94
05/10/2023,GOOGLE,3.35,0,2942.48
05/09/2023,FRESHCO ,11.77,0,2939.13
05/08/2023,SPOTIFY,11.29,0,2771.43
05/06/2023,SP BUFF DUDES,31.29,0,2666.79
05/06/2023,VALUE VILLAGE ,4.51,0,2635.5
05/05/2023,CASH ADVANCE FEE,3.5,0,2610.99
05/05/2023,CASH ADVANCE FEE,5,0,2607.49
05/05/2023,CASH ADVANCE FEE,3.5,0,2602.49
05/04/2023,FRESHCO ,3.99,0,2598.99
05/01/2023,PAYMENT - THANK YOU,0,500,1837.2
05/01/2023,PAYMENT - THANK YOU,0,100,2337.2
04/28/2023,Subway ,3.72,0,2348.13
04/28/2023,PRESTO FARE,9.25,0,2344.41
04/28/2023,CASH ADVANCE FEE,10,0,2335.16
04/28/2023,CASH ADVANCE FEE,10,0,2325.16
04/27/2023,LCBO/RAO,7.3,0,2315.16
04/27/2023,TIM HORTONS,7.1,0,2307.86
04/27/2023,LOBLAWS,11.14,0,2210.38
04/26/2023,SKIPTHEDISHES,24.03,0,-1892.72
04/26/2023,PAYMENT - THANK YOU,0,1575,-1916.75
04/26/2023,PAYMENT - THANK YOU,0,2000,-341.75
04/26/2023,Audible CA,15.7,0,1658.25
04/24/2023,FRESHCO ,8.75,0,1584.42
04/24/2023,TU *TRANSUNION,22.54,0,1575.67
04/24/2023,PAYMENT - THANK YOU,0,1000,1553.13
04/23/2023,LCBO/RAO ,20.95,0,2553.13
04/23/2023,LOBLAWS ,11.14,0,2532.18
04/23/2023,LYFT   *RIDE SAT 10PM,17.96,0,2521.04
04/23/2023,TIM HORTONS,6.77,0,2503.08
04/22/2023,SKIPTHEDISHES,24.42,0,2462.44
04/22/2023,AMZN Mktp CA,12.31,0,2438.02
04/22/2023,LOBLAWS,51.58,0,2365.82
04/21/2023,TIM HORTONS,6.77,0,2314.24
04/21/2023,CASH ADVANCE FEE,4,0,2307.47
04/21/2023,CASH ADVANCE FEE,10,0,2303.47
04/21/2023,CASH ADVANCE FEE,3.5,0,2293.47
04/21/2023,CASH ADVANCE FEE,3.5,0,2289.97
04/20/2023,LYFT   *RIDE THU 4PM,46.99,0,2286.47
04/20/2023,FRESHCO ,4.17,0,2239.48
04/20/2023,LYFT   *RIDE THU 3PM,30.99,0,2235.31
04/20/2023,SHOPPERS DRUG MART ,6.08,0,2204.32
04/20/2023,SKIPTHEDISHES,24.42,0,2198.24
04/18/2023,FRESHCO ,14.95,0,363.82
04/18/2023,FRESHCO,21.05,0,348.87
04/18/2023,PAYMENT - THANK YOU,0,480,327.82
04/18/2023,REWARDS REDEMPTION,0,170,807.82
04/17/2023,SKIPTHEDISHES,24.42,0,919.69
04/16/2023,STARBUCKS ,2.68,0,890.28
04/16/2023,AMZN Mktp,57.38,0,887.6
04/16/2023,GOOGLE *YouTube Videos,4.51,0,830.22
04/16/2023,GOOGLE *YouTube Videos,4.51,0,825.71
04/16/2023,GOOGLE *YouTube Videos,3.38,0,821.2
04/16/2023,AMZN Mktp CA,45.52,0,817.82
04/16/2023,LOBLAWS ,52.34,0,772.3
04/15/2023,LYFT   *RIDE FRI 11PM,21.88,0,719.96
04/15/2023,LYFT   *RIDE SAT 2PM,17.99,0,698.08
04/15/2023,LOBLAWS ,5.64,0,680.09
04/15/2023,LOBLAWS ,16.76,0,674.45
04/15/2023,SKIPTHEDISHES,22.73,0,657.69
04/15/2023,LCBO/RAO,20.95,0,625.41
04/15/2023,VALUE VILLAGE ,29.36,0,604.46
04/15/2023,VALUE VILLAGE ,11.83,0,575.1
04/13/2023,PAYMENT - THANK YOU,0,3000,563.27
