06/12/2023,CASH ADVANCE FEE,3.5,0,1075.63
06/12/2023,INTEREST CHARGE - CASH,3.4,0,1072.13
06/11/2023,LOBLAWS ,21.12,0,1068.73
06/10/2023,GOOGLE ,3.35,0,943.75
06/10/2023,SKIPTHEDISHES,29.7,0,940.4
06/10/2023,LOBLAWS,90.4,0,910.7
06/10/2023,LYFT   *RIDE FRI 10PM,23.68,0,820.3
06/09/2023,SKIPTHEDISHES,35.45,0,792.72
06/09/2023, FRESHII 2,8.13,0,757.27
06/09/2023,MCDONALD'S ,1.92,0,749.14
06/08/2023,MCDONALD'S,7.71,0,707.22
06/08/2023,PRESTO FAR,10.04,0,699.51
06/08/2023,FRESHCO ,3.38,0,689.47
06/08/2023,FRESHCO ,19.98,0,686.09
06/08/2023,Subway,6.2,0,666.11
06/08/2023,SKIPTHEDISHES,23.3,0,659.91
06/08/2023,SPOTIFY,11.29,0,636.61
06/07/2023,GOOGLE *YouTube Videos,7.9,0,487.03
06/06/2023,LCBO/RAO,6.4,0,479.13
06/06/2023, FRESHII 2,8.13,0,472.73
06/06/2023,Subway ,11.97,0,464.6
06/06/2023,LOBLAWS ,23.14,0,304.83
06/05/2023,FRESHCO ,2.66,0,281.69
06/04/2023,LOBLAWS ,58.2,0,276.03
06/04/2023,LYFT   *RIDE SAT 11PM,23.89,0,217.83
06/03/2023,LOBLAWS 1154,10.73,0,193.94
06/02/2023,SKIPTHEDISHES,23.47,0,180.05
06/02/2023,FRESHCO ,6.99,0,106.58
06/01/2023,PRESTO FARE/5BM6D0V2NS,9.25,0,99.59
05/31/2023,FRESHCO ,7.65,0,87.18
05/31/2023,FRESHII 2,6.77,0,79.53
05/31/2023,PRESTO FARE,9.25,0,72.76
05/30/2023,PAYMENT - THANK YOU,0,432.75,38.32
05/29/2023,FRESHCO,16.44,0,471.07
05/29/2023,PAYMENT - THANK YOU,0,1089.58,432.75
05/29/2023,CASH ADVANCE FEE,3.5,0,1522.33
05/29/2023,SKIPTHEDISHES,25.23,0,1518.83
05/29/2023,FREEDOM MOBILE,89.07,0,1493.6
05/28/2023,LOBLAWS ,39.93,0,1404.53
05/27/2023,O SUSHI,19.82,0,1352.18
05/27/2023,VALUE VILLAGE ,91.8,0,1332.36
05/26/2023,FRESHII 2,8.13,0,1190.56
05/26/2023,LCBO/RAO ,20.95,0,1132.43
05/26/2023,FRESHCO ,15.01,0,1111.48
05/26/2023,Audible CA,15.7,0,1096.47
05/24/2023,FRESHCO ,6.89,0,1046.88
05/24/2023,YYZ FRESHII 2,9.03,0,1039.99
05/24/2023,TU *TRANSUNION,22.54,0,1030.96
05/21/2023,SKIPTHEDISHES,23.47,0,829.98
05/21/2023,SKIPTHEDISHES,23.47,0,806.51
05/20/2023,LYFT   *RIDE FRI 11PM,16.22,0,783.04
05/20/2023,LYFT   *RIDE SAT 9AM,26.99,0,766.82
05/20/2023,LOBLAWS ,41.39,0,739.83
05/20/2023,SHOPPERS DRUG MART ,27.5,0,688.28
05/20/2023,LYFT   *RIDE SAT 3PM,25.89,0,628.78
05/17/2023,LYFT   *RIDE WED 7AM,11.94,0,544.92
05/17/2023,LCBO/RAO ,3.65,0,532.98
05/17/2023,LOBLAWS 1154,23.12,0,529.33
05/17/2023,TIM HORTONS ,6.77,0,506.21
05/16/2023, FRESHII 2,9.03,0,496.61
05/15/2023,PAYMENT - THANK YOU,0,200,289.78
05/15/2023,PAYMENT - THANK YOU,0,100,489.78
05/15/2023,PAYMENT - THANK YOU,0,2934.94,589.78
05/14/2023,FRESHCO ,42.37,0,3524.72
05/14/2023,FRESHCO ,8.98,0,3482.35
05/14/2023,VALUE VILLAGE,36.69,0,3473.37
05/14/2023,SKIPTHEDISHES,24.82,0,3436.68
05/14/2023,LYFT   *RIDE SUN 9AM,34.58,0,3411.86
05/13/2023,LOBLAWS ,61.99,0,3377.28
05/12/2023,Subway ,11.51,0,3315.29
05/12/2023, FRESHII 2,8.13,0,3303.78
05/11/2023,FRESHII 2,8.13,0,3245.65
05/10/2023,FRESHCO,2.58,0,3237.52
